EMPRESA,NIT,PLACA,ANO DE FABRIC./MODELO,RENAVAM,N° CHASSI,VISTORIADO,N° DE SELO,AR CONDICIONADO,DISPOSITIVO DE ACESSIBILIDADE,PASSAGEIROS SENTADOS,GPS,CAMERA,N° DO PROCESSO DE VISTORIA,OBSERVAÇÃO,CONSORCIO
INGÁ,1.1.066,LRD-4278,2012/2012,492776466,9BM382189CB850383,2024,300.0,SIM,SIM,39,SIM,SIM,9900070819/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
INGÁ,1.1.067,LQM-3569,2012/2012,495031933,9BM382189CB850360,2024,396.0,SIM,SIM,39,SIM,SIM,9900070837/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
INGÁ,1.1.068,KPA-5566,2012/2012,495030953,9BM382189CB850374,2024,397.0,SIM,SIM,39,SIM,SIM,9900070854/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
INGÁ,1.1.069,KVY-5873,2012/2012,528296175,9BVR6R629CE360033,2024,451.0,SIM,SIM,39,SIM,SIM,9900070884/24,,TRANSNIT
INGÁ,1.1.070,KVY-5872,2012/2012,528292790,9BVR6R623CE360044,2024,496.0,SIM,SIM,39,SIM,SIM,9900070899/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
INGÁ,1.1.071,KQP-6385,2013/2014,1165161947,9532E82W7ER414255,2024,142.0,SIM,SIM,35,SIM,SIM,990007292/24,,TRANSNIT
INGÁ,1.1.072,KYE-5816,2013/2014,1165151925,9532E82W0ER412105,2024,206.0,SIM,SIM,35,SIM,SIM,9900070312/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
INGÁ,1.1.073,KQP-6702,2013/2014,1175132494,9532E82WXER413570,2024,31.0,SIM,SIM,35,SIM,SIM,9900070324/24,,TRANSNIT
INGÁ,1.1.074,KQP-6712,2013/2014,1175135833,9532E82W7ER413011,2024,160.0,SIM,SIM,35,SIM,SIM,9900070343/24,,TRANSNIT
INGÁ,1.1.075,KQP-6715,2013/2014,1175144468,9532E82W8ER412840,2024,270.0,SIM,SIM,35,SIM,SIM,9900070796/24,,TRANSNIT
INGÁ,1.1.076,LMC-1941,2013/2014,1155153100,9532E82W6ER413615,2024,301.0,SIM,SIM,35,SIM,SIM,9900070822/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
INGÁ,1.1.077,LRC-2459,2014/2014,1018768421,9532E82W1ER422190,2024,350.0,SIM,SIM,33,SIM,SIM,9900070839/27,,TRANSNIT
INGÁ,1.1.078,LRC-2458,2014/2014,1018764345,9532E82W1ER422271,2024,399.0,SIM,SIM,33,SIM,SIM,9900070856/24,,TRANSNIT
INGÁ,1.1.079,KPU-6996,2014/2014,1018770760,9532E82W2ER422117,2024,486.0,SIM,SIM,33,SIM,SIM,9900070885/24,,TRANSNIT
INGÁ,1.1.080,LRC-2462,2014/2014,1019655221,9532E82W2ER422229,2024,493.0,SIM,SIM,33,SIM,SIM,9900070901/24,,TRANSNIT
INGÁ,1.1.082,LSX-6706,2014/2015,1040531153,9532G82WXFR508416,2024,210.0,SIM,SIM,43,SIM,SIM,9900070314/24,,TRANSNIT
INGÁ,1.1.084,KPU-6998,2014/2014,1019665910,9532E82W2ER422263,2024,233.0,SIM,SIM,33,SIM,SIM,9900070344/24,,TRANSNIT
INGÁ,1.1.087,KWR-7741,2014/2015,1040372195,9532G82WXFR508674,2024,,SIM,SIM,43,SIM,SIM,9900070846/24,,TRANSNIT
INGÁ,1.1.089,LQQ-2639,2012/2012,515253588,9BM382189CB871911,2024,452.0,SIM,SIM,45,SIM,SIM,9900070887/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
INGÁ,1.1.090,KVY-5871,2012/2012,528290045,9BM382189CB871722,2024,495.0,SIM,SIM,45,SIM,SIM,9900070904/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
INGÁ,1.1.092,LQQ-2616,2012/2012,511865201,9BM382189CB873253,2024,207.0,SIM,SIM,45,SIM,SIM,9900070315/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
INGÁ,1.1.102,KYO-6569,2016/2016,1141912292,9532G82W1GR607921,2024,209.0,SIM,SIM,39,SIM,SIM,9900070318/24,,TRANSNIT
INGÁ,1.1.103,KYO-8279,2016/2016,1142411645,9532G82W5GR609123,2024,32.0,SIM,SIM,39,SIM,SIM,9900070326/24,,TRANSNIT
INGÁ,1.1.104,KYO-8283,2016/2016,1142423074,9532G82W7GR609060,2024,153.0,SIM,SIM,39,SIM,SIM,9900070352/24,,TRANSNIT
INGÁ,1.1.105,LMM-8339,2016/2016,1142409616,9532G82W1GR609040,2024,271.0,SIM,SIM,39,SIM,SIM,9900070801/24,,TRANSNIT
INGÁ,1.1.106,KQW-4C31,2014/2015,1040374341,9532G82W7FR508681,2024,299.0,SIM,SIM,43,SIM,SIM,9900070823/24,,TRANSNIT
INGÁ,1.1.107,KYO-8268,2016/2016,1142403928,9532G82W2GR608950,2024,352.0,SIM,SIM,39,SIM,SIM,9900070847/24,,TRANSNIT
INGÁ,1.1.108,KYP-8906,2016/2016,1142921406,9532G82W2GR609029,2024,388.0,SIM,SIM,39,SIM,SIM,9900070857/24,,TRANSNIT
INGÁ,1.1.110,KYP-8900,2016/2016,1142916704,9532G82W9GR608962,2024,498.0,SIM,SIM,39,SIM,SIM,9900070906/24,Veículo anterior baixado - Proc. Nº 080000712/18,TRANSNIT
INGÁ,1.1.124,KYO-9110,2016/2016,1142655943,9532G82W3GR609122,2024,162.0,SIM,SIM,39,SIM,SIM,9900070777/24,,TRANSNIT
INGÁ,1.1.126,KWI-6621,2014/2014,1021880270,9532E82W2ER437006,2024,297.0,SIM,SIM,33,SIM,SIM,9900070825/24,,TRANSNIT
INGÁ,1.1.127,LRC-2466,2014/2014,1020382888,9532E82W3ER435636,2024,353.0,SIM,SIM,33,SIM,SIM,9900070849/24,,TRANSNIT
INGÁ,1.1.128,KYQ-9662,2016/2016,1144681674,9532G82W4GR608982,2024,401.0,SIM,SIM,39,SIM,SIM,9900070861/24,,TRANSNIT
INGÁ,1.1.138,LRC-2464,2014/2014,1019662937,9532G82W4ER435266,2024,400.0,SIM,SIM,41,SIM,SIM,9900070872/24,,TRANSNIT
INGÁ,1.1.144,KWI-6619,2014/2014,1021876612,9532G82W0ER435264,2024,159.0,SIM,SIM,41,SIM,SIM,9900070782/24,,TRANSNIT
INGÁ,1.1.148,KWI-6623,2014/2014,1021883414,9532G82W1ER435340,2024,402.0,SIM,SIM,41,SIM,SIM,9900070875/24,,TRANSNIT
INGÁ,1.1.150,LRC-2465,2014/2014,1019665022,9532G82W5ER435325,2024,497.0,SIM,SIM,41,SIM,SIM,9900070908/24,,TRANSNIT
INGÁ,1.1.151,KPU-6997,2014/2014,1019649647,9532G82W8ER435285,2024,143.0,SIM,SIM,41,SIM,SIM,9900070294/24,,TRANSNIT
INGÁ,1.1.158,LRC-2460,2014/2014,1018769819,9532G82W8ER435335,2024,398.0,SIM,SIM,41,SIM,SIM,9900070877/24,,TRANSNIT
PEIXOTO,1.2.001,KXA-5367,2012/2012,597764751,9BM384078CB867735,2024,58.0,SIM,SIM,41,SIM,SIM,9900070239/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.002,KWZ-5917,2012/2013,597743673,9BM384078DB885870,2024,191.0,SIM,SIM,41,SIM,SIM,9900070233/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
PEIXOTO,1.2.003,KXA-5368,2012/2012,597767939,9BM384078CB867738,2024,24.0,SIM,SIM,41,SIM,SIM,9900070227/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.005,KXA-5365,2012/2013,597755442,9BM384078DB886094,2024,244.0,SIM,SIM,41,SIM,SIM,9900070216/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.006,KXA-5366,2012/2013,597756660,9BM384078DB886073,2024,243.0,SIM,SIM,41,SIM,SIM,9900070205/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
PEIXOTO,1.2.007,KPI-7055,2012/2013,534801927,9532E82W5DR319529,2024,351.0,NÃO,SIM,37,SIM,SIM,9900070199/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
PEIXOTO,1.2.008,KWZ-5918,2012/2013,597230765,9BM384078DB885935,2024,394.0,SIM,SIM,41,SIM,SIM,9900070193/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.009,KWZ-5922,2012/2013,597752052,9BM384078DB885886,2024,448.0,SIM,SIM,41,SIM,SIM,9900070183/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.010,KWZ-5921,2012/2013,597751129,9BM384078DB885939,2024,487.0,SIM,SIM,41,SIM,SIM,9900070177/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.011,KXA-5363,2012/2013,597753016,9BM384078DB885883,2024,59.0,SIM,SIM,41,SIM,SIM,9900070235/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.012,LQS-3759,2012/2013,534803199,9532E82W8DR313238,2024,190.0,SIM,SIM,37,SIM,SIM,9900070229/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
PEIXOTO,1.2.013,KWZ-5916,2012/2012,597742634,9BM384078CB867553,2024,25.0,SIM,SIM,41,SIM,SIM,9900070224/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.014,KWZ-5920,2012/2013,597750289,9BM384078DB885902,2024,151.0,SIM,SIM,41,SIM,SIM,9900070221/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
PEIXOTO,1.2.015,KXA-5364,2012/2013,597754179,9BM384078DB885923,2024,226.0,SIM,SIM,41,SIM,SIM,9900070210/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.019,LQS-3760,2012/2013,534803997,9532E82WXDR313225,2024,441.0,SIM,SIM,37,SIM,SIM,9900070180/24,,TRANSNIT
PEIXOTO,1.2.020,KPT-5122,2012/2012,600591484,9BM384078CB867806,2024,492.0,SIM,SIM,41,SIM,SIM,9900070175/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.024,KPI-7056,2012/2013,534805175,9532E82W0DR313220,2024,253.0,NÃO,SIM,37,SIM,SIM,9900070219/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
PEIXOTO,1.2.025,LQS-3H61,2012/2013,534806678,9532E82W6DR313206,2024,22.0,SIM,SIM,37,SIM,SIM,9900070207/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.026,KPI-7057,2012/2013,534807704,9532E82W5DR313231,2024,288.0,SIM,SIM,37,SIM,SIM,9900070203/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
PEIXOTO,1.2.027,KPI-7058,2012/2013,534808611,9532E82W6DR317336,2024,346.0,SIM,SIM,37,SIM,SIM,9900070197/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
PEIXOTO,1.2.030,KPI-7059,2012/2013,534809600,9532E82W8DR319413,2024,379.0,SIM,SIM,37,SIM,SIM,9900070171/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BRASÍLIA,1.3.002,KYD-7712,2011/2012,485817403,9BM382189CB847494,2024,599.0,SIM,SIM,37,SIM,SIM,9900069101/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BRASÍLIA,1.3.003,KVT-9151,2012/2012,485819473,9BM382189CB850372,2024,584.0,SIM,SIM,37,SIM,SIM,9900069097/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BRASÍLIA,1.3.004,KVU-6079,2011/2012,488293359,9BM382189CB847016,2024,571.0,SIM,SIM,37,SIM,SIM,9900069083/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BRASÍLIA,1.3.005,LLT-3662,2011/2012,490809669,9BM382189CB846353,2024,578.0,SIM,SIM,37,SIM,SIM,9900069069/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BRASÍLIA,1.3.006,LQT-5494,2012/2013,536981671,9BM384067DB887656,2024,527.0,SIM,SIM,36,SIM,SIM,9900069061/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BRASÍLIA,1.3.007,LQT-6293,2012/2013,537411534,9BM384067DB887685,2024,528.0,SIM,SIM,36,SIM,SIM,9900069043/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BRASÍLIA,1.3.008,KRQ-8109,2015/2016,1092288039,9BM384078GB022158,2024,573.0,SIM,SIM,43,SIM,SIM,9900069009/24,,TRANSNIT
BRASÍLIA,1.3.009,KXU-6825,2015/2015,1056305891,9BM384065FB006054,2024,529.0,SIM,SIM,37,SIM,SIM,9900068997/24,,TRANSNIT
BRASÍLIA,1.3.011,KRF-7383,2015/2015,1056517040,9BM384065FB006318,2024,582.0,SIM,SIM,37,SIM,SIM,9900069110/24,,TRANSNIT
BRASÍLIA,1.3.012,LSC-2732,2015/2015,1056304909,9BM384065FB007179,2024,581.0,SIM,SIM,37,SIM,SIM,9900069102/24,,TRANSNIT
BRASÍLIA,1.3.013,LSM-3321,2015/2016,1081854925,9532G82W8GR601386,2024,575.0,SIM,SIM,37,SIM,SIM,9900069098/24,,TRANSNIT
BRASÍLIA,1.3.014,LMG-2725,2015/2015,1056303910,9BM384065FB006258,2024,600.0,SIM,SIM,37,SIM,SIM,9900069087/24,,TRANSNIT
BRASÍLIA,1.3.015,LSC-2727,2015/2015,1056300865,9BM384065FB006268,2024,579.0,SIM,SIM,37,SIM,SIM,9900069071/24,,TRANSNIT
BRASÍLIA,1.3.016,KXI-8C81,2016/2017,1109110275,9BM384065HB044922,2024,586.0,SIM,SIM,43,SIM,SIM,9900069063/24,,TRANSNIT
BRASÍLIA,1.3.017,LML-5352,2016/2017,1123367164,9BM384065HB050200,2024,526.0,SIM,SIM,43,SIM,SIM,9900069046/24,,TRANSNIT
BRASÍLIA,1.3.018,KXQ-7581,2016/2017,1123367270,9BM384065HB050307,2024,576.0,SIM,SIM,43,SIM,SIM,9900069031/24,,TRANSNIT
BRASÍLIA,1.3.019,RIO-2D34,2017/2017,1164808823,9BM384078HB070277,2024,525.0,SIM,SIM,43,SIM,SIM,9900069000/24,,TRANSNIT
BRASÍLIA,1.3.020,LRI-3B07,2014/2014,1010871614,9BM384078EB959100,2024,593.0,SIM,SIM,40,SIM,SIM,9900068985/24,,TRANSNIT
BRASÍLIA,1.3.021,KQB-3G08,2014/2014,1010878236,9BM384078EB958906,2024,530.0,SIM,SIM,40,SIM,SIM,9900069113/24,,TRANSNIT
BRASÍLIA,1.3.022,LRI-3B21,2014/2014,1010881610,9BM384078EB958832,2024,382.0,SIM,SIM,40,SIM,SIM,9900069103/24,,TRANSNIT
BRASÍLIA,1.3.024,LMB-5C64,2014/2014,1010875903,9BM384078EB958779,2024,589.0,SIM,SIM,40,SIM,SIM,9900069090/24,,TRANSNIT
BRASÍLIA,1.3.025,KQB-4B67,2014/2014,1011339517,9BM384078EB958807,2024,563.0,SIM,SIM,40,SIM,SIM,9900069075/24,,TRANSNIT
BRASÍLIA,1.3.026,KQB-3G09,2014/2014,1010879372,9BM384078EB958881,2024,564.0,SIM,SIM,40,SIM,SIM,9900069066/24,,TRANSNIT
BRASÍLIA,1.3.027,LRI-3B20,2014/2014,1010880729,9BM384078EB958857,2024,383.0,SIM,SIM,40,SIM,SIM,9900069050/24,,TRANSNIT
BRASÍLIA,1.3.028,LMB-5C67,2014/2014,1010883752,9BM384078EB958908,2024,595.0,SIM,SIM,40,SIM,SIM,9900069034/24,,TRANSNIT
BRASÍLIA,1.3.029,KYP-7J10,2014/2014,1024703719,9BM384078EB970939,2024,590.0,SIM,SIM,39,SIM,SIM,9900069001/24,,TRANSNIT
BRASÍLIA,1.3.030,KQS-4C00,2014/2014,1021714027,9BM384078EB961614,2024,468.0,SIM,SIM,39,SIM,SIM,9900068989/24,,TRANSNIT
BRASÍLIA,1.3.031,LMD-3G32,2014/2014,1024704286,9BM384078EB971170,2024,565.0,SIM,SIM,39,SIM,SIM,9900069117/24,,TRANSNIT
BRASÍLIA,1.3.032,KQS-8E63,2014/2014,1024706955,9BM384078EB971228,2024,574.0,SIM,SIM,39,SIM,SIM,9900069105/24,,TRANSNIT
BRASÍLIA,1.3.034,KQS-8E66,2014/2014,1024707595,9BM384078EB971605,2024,570.0,SIM,SIM,39,SIM,SIM,9900069091/24,,TRANSNIT
BRASÍLIA,1.3.035,KQB-4B73,2014/2014,1011347706,9BM384078EB958797,2024,597.0,SIM,SIM,40,SIM,SIM,9900069076/24,,TRANSNIT
BRASÍLIA,1.3.037,KYL-9B39,2014/2014,1010873218,9BM384078EB958840,2024,572.0,SIM,SIM,40,SIM,SIM,9900069054/24,,TRANSNIT
BRASÍLIA,1.3.038,LMB-5C73,2014/2014,1010893898,9BM384078EB958842,2024,594.0,SIM,SIM,40,SIM,SIM,9900069036/24,,TRANSNIT
BRASÍLIA,1.3.039,KRI-3G08,2014/2014,1024706718,9BM384078EB971596,2024,580.0,SIM,SIM,39,SIM,SIM,9900069005/24,,TRANSNIT
BRASÍLIA,1.3.052,KPU-7H80,2017/2017,1124462780,9BM384067HB064478,2024,566.0,SIM,SIM,39,SIM,SIM,9900069109/24,,TRANSNIT
BRASÍLIA,1.3.053,KXT-8G20,2017/2017,1131049052,9BM384067HB071584,2024,523.0,SIM,SIM,39,SIM,SIM,9900069100/24,,TRANSNIT
BRASÍLIA,1.3.054,KXU6B95,2017/2017,1131062741,9BM384067HB071749,2024,577.0,SIM,SIM,39,SIM,SIM,9900069095/24,,TRANSNIT
BRASÍLIA,1.3.055,LLZ-3J55,2017/2017,1131112439,9BM384067HB072055,2024,592.0,SIM,SIM,39,SIM,SIM,9900069078/24,,TRANSNIT
BRASÍLIA,1.3.056,LUE-7E12,2022/2023,1347319325,9BM384067PB310497,2024,464.0,SIM,SIM,37,SIM,SIM,9900069068/24,,TRANSNIT
BRASÍLIA,1.3.057,LUQ-6F53,2022/2023,1347638412,9BM384067PB310516,2024,463.0,SIM,SIM,37,SIM,SIM,9900069056/24,,TRANSNIT
BRASÍLIA,1.3.097,KVZ-7261,2012/2013,536983453,9BM384067DB889356,2024,596.0,SIM,SIM,36,SIM,SIM,9900069057/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BRASÍLIA,1.3.099,KPJ-7597,2012/2013,536987165,9BM384067DB888867,2024,567.0,SIM,SIM,36,SIM,SIM,9900069008/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BRASÍLIA,1.3.105,LLV-9383,2012/2013,536987220,9BM384067DB887672,2024,583.0,SIM,SIM,36,SIM,SIM,9900069079/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BARRETO,1.4.004,LLO-2827,2011/2011,346044553,9532882W5BR169930,2024,588.0,SIM,SIM,32,SIM,SIM,080006754/2023,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BARRETO,1.4.005,LLO-2823,2011/2011,346029082,9532882W8BR169467,2024,585.0,SIM,SIM,32,SIM,SIM,9900068955/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BARRETO,1.4.011,LLO-2825,2011/2011,346035830,9532882W2BR171070,2024,467.0,SIM,SIM,32,SIM,SIM,9900068970/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BARRETO,1.4.015,KPG-8403,2012/2012,507219791,9BM382189CB857827,2024,524.0,SIM,SIM,45,SIM,SIM,9900068956/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BARRETO,1.4.016,KPZ-1802,2012/2012,513296352,9BM382189CB857882,2024,568.0,SIM,SIM,45,SIM,SIM,9900068947/24,Portaria SMU n° 011/2024 - prorrogação da vida util,TRANSNIT
BARRETO,1.4.017,KPH-9658,2012/2012,527160350,9BM382189CB858242,2024,569.0,SIM,SIM,45,SIM,SIM,9900068941/24,Portaria SMU n° 167/2022 - publicado em 02/12/22,TRANSNIT
BARRETO,1.4.022,KWS-7599,2015/2015,1044103857,9532E82W1FR517267,2024,591.0,SIM,SIM,31,SIM,SIM,9900068966/24,,TRANSNIT
BARRETO,1.4.038,LUR-6C53,2015/2015,1043512737,9532E82W4FR515125,2024,598.0,SIM,SIM,31,SIM,SIM,9900068932/24,,TRANSNIT
BARRETO,1.4.039,KWS-7C32,2015/2015,1043374571,9532E82W3FR517240,2024,466.0,SIM,SIM,31,SIM,SIM,9900068918/24,,TRANSNIT
BARRETO,1.4.040,KQX-1J57,2015/2015,1044097890,9532E82W3FR517139,2024,465.0,SIM,SIM,31,SIM,SIM,9900068906/24,,TRANSNIT
BARRETO,1.4.041,KQX-2B43,2015/2015,1044278347,9532M62P9FR515055,2024,587.0,SIM,SIM,21,SIM,SIM,9900068974/24,,TRANSNIT
ARAÇATUBA,1.5.001,RJU-5G25,2021/2022,1282853500,9BM384067NB245331,2024,122.0,SIM,SIM,36,SIM,SIM,9900069427/24,Veículo anterior baixado - Proc. N° 080006850/21,TRANSNIT
ARAÇATUBA,1.5.003,RKQ-5G78,2021/2022,1282856771,9BM384067NB247409,2024,78.0,SIM,SIM,36,SIM,SIM,9900069544/24,Veículo anterior baixado - Proc. N° 080006852/21,TRANSNIT
ARAÇATUBA,1.5.004,RIZ-4H10,2021/2022,1282873978,9BM384067NB247667,2024,168.0,SIM,SIM,36,SIM,SIM,9900069623/24,Veículo anterior baixado - Proc. N° 080006853/21,TRANSNIT
ARAÇATUBA,1.5.006,RJR-5D59,2021/2022,1282887901,9BM384067NB248398,2024,319.0,SIM,SIM,36,SIM,SIM,9900069724/24,Veículo anterior baixado - Proc. N° 080006855/21,TRANSNIT
ARAÇATUBA,1.5.007,RJF-5E77,2021/2022,1282889050,9BM384067NB248776,2024,359.0,SIM,SIM,36,SIM,SIM,9900069810/24,Veículo anterior baixado - Proc. N° 080006856/21,TRANSNIT
ARAÇATUBA,1.5.008,LMS-7G25,RKU8D99,1331975929,9BM384067PB295381,2024,411.0,SIM,SIM,36,SIM,SIM,9900069838/24,Veículo anterior baixado - Proc. N° 080010139/22,TRANSNIT
ARAÇATUBA,1.5.009,SRI-0B60,2023/2024,1354585442,9BM384050RB331813,2024,459.0,SIM,SIM,36,SIM,SIM,9900069848/24,Veículo anterior baixado - Proc. N° 080006222/23,TRANSNIT
ARAÇATUBA,1.5.010,RJN-4I20,2021/2022,1274314531,9BM384067NB219332,2024,508.0,SIM,SIM,36,SIM,SIM,9900070145/24,Veículo anterior baixado - Proc. N° 080005009/21,TRANSNIT
ARAÇATUBA,1.5.011,RJR-4B60,2021/2022,1274317450,9BM384067NB219544,2024,123.0,SIM,SIM,36,SIM,SIM,9900069439/24,Veículo anterior baixado - Proc. N° 080005010/21,TRANSNIT
ARAÇATUBA,1.5.013,RJD-4I69,2021/2022,1282877930,9BM384067NB248391,2024,79.0,SIM,SIM,36,SIM,SIM,9900069551/24,Veículo anterior baixado - Proc. N° 080006857/21,TRANSNIT
ARAÇATUBA,1.5.014,SEM-0B67,2023/2024,1354417850,9BM384050RB331800,2024,169.0,SIM,SIM,36,SIM,SIM,9900069628/24,Veículo anterior baixado - Proc. N° 080006223/23,TRANSNIT
ARAÇATUBA,1.5.016,SRH-0B51,2023/2024,1354586180,9BM384050RB331808,2024,312.0,SIM,SIM,36,SIM,SIM,9900069760/24,Veículo anterior baixado - Proc. N° 080006224/23,TRANSNIT
ARAÇATUBA,1.5.017,LTM-1E72,2023/2024,1354729460,9BM384050RB331945,2024,360.0,SIM,SIM,36,SIM,SIM,9900069816/24,Veículo anterior baixado - Proc. N° 080006225/23,TRANSNIT
ARAÇATUBA,1.5.018,RJN-4I21,2021/2022,1274318537,9BM384067NB219546,2024,410.0,SIM,SIM,36,SIM,SIM,9900069842/24,Veículo anterior baixado - Proc. N° 080005016/21,TRANSNIT
ARAÇATUBA,1.5.019,RIP-7C87,2021/2022,1282883175,9BM384067NB248394,2024,462.0,SIM,SIM,36,SIM,SIM,9900069850/24,Veículo anterior baixado - Proc. N° 080006858/21,TRANSNIT
ARAÇATUBA,1.5.020,SRK-0C47,2023/2024,1354727840,9BM384050RB332564,2024,506.0,SIM,SIM,36,SIM,SIM,9900070146/24,Veículo anterior baixado - Proc. N° 080006226/23,TRANSNIT
ARAÇATUBA,1.5.021,RIW-7J09,2023/2024,1353487102,9BM384050RB326534,2024,125.0,SIM,SIM,36,SIM,SIM,9900069449/24,Veículo anterior baixado - Proc. N° 080003056/23,TRANSNIT
ARAÇATUBA,1.5.022,SRM0B67,2023/2024,1354417850,9BM384050RB331800,2024,228.0,SIM,SIM,36,SIM,SIM,9900069464/24,Veículo anterior baixado - Proc. N° 080003057/23,TRANSNIT
ARAÇATUBA,1.5.023,RJN-4I44,2021/2022,1274887990,9BM384067NB219549,2024,80.0,SIM,SIM,36,SIM,SIM,9900069558/24,Veículo anterior baixado - Proc. N° 080005011/21,TRANSNIT
ARAÇATUBA,1.5.024,RJN-4I54,2021/2022,1275396469,9BM384067NB219551,2024,170.0,SIM,SIM,36,SIM,SIM,9900069638/4,Veículo anterior baixado - Proc. N 080005012/21,TRANSNIT
ARAÇATUBA,1.5.025,RJN-4I45,2021/2022,1274890753,9BM384067NB219556,2024,250.0,SIM,SIM,36,SIM,SIM,9900069674/24,Veículo anterior baixado - Proc. N° 080005017/21,TRANSNIT
ARAÇATUBA,1.5.026,RZJ-5A06,2023/2024,1354587143,9BM384050RB332581,2024,311.0,SIM,SIM,36,SIM,SIM,9900069768/24,Veículo anterior baixado - Proc. N° 080006227/23,TRANSNIT
ARAÇATUBA,1.5.027,SRJ-0C09,2023/2024,13547304118,9BM384050RB332583,2024,361.0,SIM,SIM,36,SIM,SIM,9900069822/24,Veículo anterior baixado - Proc. N° 080006228/23,TRANSNIT
ARAÇATUBA,1.5.028,STR4I28,2024/2025,1399370828,9BM384050SB370184,2024,137.0,SIM,SIM,36,SIM,SIM,9900074171/24,Veículo anterior baixado - Proc. N° 080001349/20,TRANSNIT
ARAÇATUBA,1.5.029,STR6H78,2024/2025,1399881245,9BM384050SB370173,2024,136.0,SIM,SIM,36,SIM,SIM,9900074166/24,Veículo anterior baixado - Proc. N° 080001350/20,TRANSNIT
ARAÇATUBA,1.5.031,RJX-7J38,2022/2023,1338891585,9BM384067PB309062,2024,124.0,SIM,SIM,36,SIM,SIM,9900069451/24,Veículo anterior baixado - Proc. N° 080010860/22,TRANSNIT
ARAÇATUBA,1.5.032,RIW-4I16,2023/2024,1353500397,9BM384050RB326572,2024,231.0,SIM,SIM,36,SIM,SIM,9900069518/24,Veículo anterior baixado - Proc. N° 080003058/23,TRANSNIT
ARAÇATUBA,1.5.033,SRG-0A50,2023/2024,1354394086,9BM384050RB326583,2024,81.0,SIM,SIM,36,SIM,SIM,9900069563/24,Veículo anterior baixado - Proc. N° 080003059/23,TRANSNIT
ARAÇATUBA,1.5.034,RIW-2J90,2023/2024,1353513200,9BM384050RB326564,2024,174.0,SIM,SIM,36,SIM,SIM,9900069641/24,Veículo anterior baixado - Proc. N° 080003060/23,TRANSNIT
